substring,family,log10_span_cost,action,note,params
131925313743495561677379859197,arithmetic_progression_no_separator,4.278,score_only,Arithmetic progression concatenated without separators.,"{""start"":13,""step"":6,""terms"":15}"
132134136138140142144146148150,arithmetic_progression_no_separator,3.801,score_only,Arithmetic progression concatenated without separators.,"{""start"":132,""step"":2,""terms"":10}"
132135138141144147150153156159,arithmetic_progression_no_separator,3.977,score_only,Arithmetic progression concatenated without separators.,"{""start"":132,""step"":3,""terms"":10}"
132136140144148152156160164168,arithmetic_progression_no_separator,4.102,score_only,Arithmetic progression concatenated without separators.,"{""start"":132,""step"":4,""terms"":10}"
132137142147152157162167172177,arithmetic_progression_no_separator,4.199,score_only,Arithmetic progression concatenated without separators.,"{""start"":132,""step"":5,""terms"":10}"
132138144150156162168174180186,arithmetic_progression_no_separator,4.278,score_only,Arithmetic progression concatenated without separators.,"{""start"":132,""step"":6,""terms"":10}"
132139146153160167174181188195,arithmetic_progression_no_separator,4.345,score_only,Arithmetic progression concatenated without separators.,"{""start"":132,""step"":7,""terms"":10}"
132140148156164172180188196204,arithmetic_progression_no_separator,4.403,score_only,Arithmetic progression concatenated without separators.,"{""start"":132,""step"":8,""terms"":10}"
132141150159168177186195204213,arithmetic_progression_no_separator,4.454,score_only,Arithmetic progression concatenated without separators.,"{""start"":132,""step"":9,""terms"":10}"
132142152162172182192202212222,arithmetic_progression_no_separator,4.500,score_only,Arithmetic progression concatenated without separators.,"{""start"":132,""step"":10,""terms"":10}"
133135137139141143145147149151,arithmetic_progression_no_separator,3.801,score_only,Arithmetic progression concatenated without separators.,"{""start"":133,""step"":2,""terms"":10}"
133136139142145148151154157160,arithmetic_progression_no_separator,3.977,score_only,Arithmetic progression concatenated without separators.,"{""start"":133,""step"":3,""terms"":10}"
133137141145149153157161165169,arithmetic_progression_no_separator,4.102,score_only,Arithmetic progression concatenated without separators.,"{""start"":133,""step"":4,""terms"":10}"
133138143148153158163168173178,arithmetic_progression_no_separator,4.199,score_only,Arithmetic progression concatenated without separators.,"{""start"":133,""step"":5,""terms"":10}"
133139145151157163169175181187,arithmetic_progression_no_separator,4.278,score_only,Arithmetic progression concatenated without separators.,"{""start"":133,""step"":6,""terms"":10}"
133140147154161168175182189196,arithmetic_progression_no_separator,4.345,score_only,Arithmetic progression concatenated without separators.,"{""start"":133,""step"":7,""terms"":10}"
133141149157165173181189197205,arithmetic_progression_no_separator,4.403,score_only,Arithmetic progression concatenated without separators.,"{""start"":133,""step"":8,""terms"":10}"
133142151160169178187196205214,arithmetic_progression_no_separator,4.454,score_only,Arithmetic progression concatenated without separators.,"{""start"":133,""step"":9,""terms"":10}"
133143153163173183193203213223,arithmetic_progression_no_separator,4.500,score_only,Arithmetic progression concatenated without separators.,"{""start"":133,""step"":10,""terms"":10}"
134136138140142144146148150152,arithmetic_progression_no_separator,3.801,score_only,Arithmetic progression concatenated without separators.,"{""start"":134,""step"":2,""terms"":10}"
134137140143146149152155158161,arithmetic_progression_no_separator,3.977,score_only,Arithmetic progression concatenated without separators.,"{""start"":134,""step"":3,""terms"":10}"
134138142146150154158162166170,arithmetic_progression_no_separator,4.102,score_only,Arithmetic progression concatenated without separators.,"{""start"":134,""step"":4,""terms"":10}"
134139144149154159164169174179,arithmetic_progression_no_separator,4.199,score_only,Arithmetic progression concatenated without separators.,"{""start"":134,""step"":5,""terms"":10}"
134140146152158164170176182188,arithmetic_progression_no_separator,4.278,score_only,Arithmetic progression concatenated without separators.,"{""start"":134,""step"":6,""terms"":10}"
134141148155162169176183190197,arithmetic_progression_no_separator,4.345,score_only,Arithmetic progression concatenated without separators.,"{""start"":134,""step"":7,""terms"":10}"
134142150158166174182190198206,arithmetic_progression_no_separator,4.403,score_only,Arithmetic progression concatenated without separators.,"{""start"":134,""step"":8,""terms"":10}"
134143152161170179188197206215,arithmetic_progression_no_separator,4.454,score_only,Arithmetic progression concatenated without separators.,"{""start"":134,""step"":9,""terms"":10}"
134144154164174184194204214224,arithmetic_progression_no_separator,4.500,score_only,Arithmetic progression concatenated without separators.,"{""start"":134,""step"":10,""terms"":10}"
135137139141143145147149151153,arithmetic_progression_no_separator,3.801,score_only,Arithmetic progression concatenated without separators.,"{""start"":135,""step"":2,""terms"":10}"
135138141144147150153156159162,arithmetic_progression_no_separator,3.977,score_only,Arithmetic progression concatenated without separators.,"{""start"":135,""step"":3,""terms"":10}"
135139143147151155159163167171,arithmetic_progression_no_separator,4.102,score_only,Arithmetic progression concatenated without separators.,"{""start"":135,""step"":4,""terms"":10}"
135140145150155160165170175180,arithmetic_progression_no_separator,4.199,score_only,Arithmetic progression concatenated without separators.,"{""start"":135,""step"":5,""terms"":10}"
135141147153159165171177183189,arithmetic_progression_no_separator,4.278,score_only,Arithmetic progression concatenated without separators.,"{""start"":135,""step"":6,""terms"":10}"
135142149156163170177184191198,arithmetic_progression_no_separator,4.345,score_only,Arithmetic progression concatenated without separators.,"{""start"":135,""step"":7,""terms"":10}"
135143151159167175183191199207,arithmetic_progression_no_separator,4.403,score_only,Arithmetic progression concatenated without separators.,"{""start"":135,""step"":8,""terms"":10}"
135144153162171180189198207216,arithmetic_progression_no_separator,4.454,score_only,Arithmetic progression concatenated without separators.,"{""start"":135,""step"":9,""terms"":10}"
135145155165175185195205215225,arithmetic_progression_no_separator,4.500,score_only,Arithmetic progression concatenated without separators.,"{""start"":135,""step"":10,""terms"":10}"
136138140142144146148150152154,arithmetic_progression_no_separator,3.801,score_only,Arithmetic progression concatenated without separators.,"{""start"":136,""step"":2,""terms"":10}"
136139142145148151154157160163,arithmetic_progression_no_separator,3.977,score_only,Arithmetic progression concatenated without separators.,"{""start"":136,""step"":3,""terms"":10}"
136140144148152156160164168172,arithmetic_progression_no_separator,4.102,score_only,Arithmetic progression concatenated without separators.,"{""start"":136,""step"":4,""terms"":10}"
136141146151156161166171176181,arithmetic_progression_no_separator,4.199,score_only,Arithmetic progression concatenated without separators.,"{""start"":136,""step"":5,""terms"":10}"
136142148154160166172178184190,arithmetic_progression_no_separator,4.278,score_only,Arithmetic progression concatenated without separators.,"{""start"":136,""step"":6,""terms"":10}"
136143150157164171178185192199,arithmetic_progression_no_separator,4.345,score_only,Arithmetic progression concatenated without separators.,"{""start"":136,""step"":7,""terms"":10}"
136144152160168176184192200208,arithmetic_progression_no_separator,4.403,score_only,Arithmetic progression concatenated without separators.,"{""start"":136,""step"":8,""terms"":10}"
136145154163172181190199208217,arithmetic_progression_no_separator,4.454,score_only,Arithmetic progression concatenated without separators.,"{""start"":136,""step"":9,""terms"":10}"
136146156166176186196206216226,arithmetic_progression_no_separator,4.500,score_only,Arithmetic progression concatenated without separators.,"{""start"":136,""step"":10,""terms"":10}"
137139141143145147149151153155,arithmetic_progression_no_separator,3.801,score_only,Arithmetic progression concatenated without separators.,"{""start"":137,""step"":2,""terms"":10}"
137140143146149152155158161164,arithmetic_progression_no_separator,3.977,score_only,Arithmetic progression concatenated without separators.,"{""start"":137,""step"":3,""terms"":10}"
137141145149153157161165169173,arithmetic_progression_no_separator,4.102,score_only,Arithmetic progression concatenated without separators.,"{""start"":137,""step"":4,""terms"":10}"
137142147152157162167172177182,arithmetic_progression_no_separator,4.199,score_only,Arithmetic progression concatenated without separators.,"{""start"":137,""step"":5,""terms"":10}"
137143149155161167173179185191,arithmetic_progression_no_separator,4.278,score_only,Arithmetic progression concatenated without separators.,"{""start"":137,""step"":6,""terms"":10}"
137144151158165172179186193200,arithmetic_progression_no_separator,4.345,score_only,Arithmetic progression concatenated without separators.,"{""start"":137,""step"":7,""terms"":10}"
137145153161169177185193201209,arithmetic_progression_no_separator,4.403,score_only,Arithmetic progression concatenated without separators.,"{""start"":137,""step"":8,""terms"":10}"
137146155164173182191200209218,arithmetic_progression_no_separator,4.454,score_only,Arithmetic progression concatenated without separators.,"{""start"":137,""step"":9,""terms"":10}"
137147157167177187197207217227,arithmetic_progression_no_separator,4.500,score_only,Arithmetic progression concatenated without separators.,"{""start"":137,""step"":10,""terms"":10}"
138140142144146148150152154156,arithmetic_progression_no_separator,3.801,score_only,Arithmetic progression concatenated without separators.,"{""start"":138,""step"":2,""terms"":10}"
138141144147150153156159162165,arithmetic_progression_no_separator,3.977,score_only,Arithmetic progression concatenated without separators.,"{""start"":138,""step"":3,""terms"":10}"
